zipcode,location,coords,city,state,country
24838,"Cármenes, León, Castilla y León, 24838, España","(42.9590396, -5.5734869, 0.0)",,Castilla y León,España
48195,"Larrabetzu, Bizkaia, Euskadi, 48195, España","(43.26812584130435, -2.775088960378209, 0.0)",,Euskadi,España
3030-482,"482, Dorf, Jachenau, Landkreis Bad Tölz-Wolfratshausen, Bayern, 83676, Deutschland","(47.6053964, 11.4276185, 0.0)",,Bayern,Deutschland
49157,"Via Armando Spadini, Comasina, Municipio 9, Milano, Lombardia, 20161, Italia","(45.5284902, 9.1567193, 0.0)",Milano,Lombardia,Italia
11670,"El Bosque, Sierra de Cádiz, Cádiz, Andalucía, 11670, España","(36.7581124, -5.506561063484249, 0.0)",,Andalucía,España
14191,"La Carlota, Córdoba, Andalucía, 14191, España","(37.7116674375, -4.867076631230117, 0.0)",,Andalucía,España
41670,"Strada Paullese, Parco Monluè - Ponte Lambro, Municipio 4, Ponte Lambro, Milano, Lombardia, 20097, Italia","(45.4329348, 9.2629001, 0.0)",Milano,Lombardia,Italia
41657,"Los Corrales, Sevilla, Andalucía, 41657, España","(37.10016709999999, -4.985143750000001, 0.0)",,Andalucía,España
32832,"Nordrhein-Westfalen, 32832, Deutschland","(51.8980278, 8.76556386509434, 0.0)",,Nordrhein-Westfalen,Deutschland
199397,,,,,
06194,,,,,
33311,"33311, Via Bondegno, San Colombano, Collio, Comunità montana della valle Trompia, Brescia, Lombardia, Italia","(45.80462235, 10.3716611, 0.0)",,Lombardia,Italia
2850,"Cardedeu - Mare de Déu del Coll, Carrer de Cardedeu, Vallcarca, Vallcarca i els Penitents, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","(41.4152906, 2.1452173, 0.0)",Barcelona,Catalunya,España
4050-626,"626, Castel Morrone, Caserta, Campania, Italia","(41.1288755, 14.3893542, 0.0)",,Campania,Italia
17257 ,"Torroella de Montgrí, Baix Empordà, Girona, Catalunya, 17257, España","(42.03602082291666, 3.1494476801338487, 0.0)",Torroella de Montgrí,Catalunya,España
04409,,,,,
4760-105,"Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga, 4760-105, Portugal","(41.409138950000006, -8.518037969030303, 0.0)",Vila Nova de Famalicão,,Portugal
29719,"Canillas de Aceituno, La Axarquía, Málaga, Andalucía, 29719, España","(36.83949115, -4.101432800000003, 0.0)",,Andalucía,España
051,"Andershof, Süd, Stralsund, Vorpommern-Rügen, Mecklenburg-Vorpommern, Deutschland","(54.2745101, 13.1093406, 0.0)",,Mecklenburg-Vorpommern,Deutschland
75013,"Paris, Île-de-France, France métropolitaine, 75013, France","(48.82935394727822, 2.3602031751275834, 0.0)",,Île-de-France,France
30334,"30334, Via San Lorenzo, Cogozzo, Villa Carcina, Comunità montana della valle Trompia, Brescia, Lombardia, 25068, Italia","(45.6500714, 10.1933765, 0.0)",,Lombardia,Italia
4775-261,"Gelbes Gwänd Steig, Garmisch-Partenkirchen, Landkreis Garmisch-Partenkirchen, Bayern, 82467, Deutschland","(47.5036573, 11.0228303, 0.0)",,Bayern,Deutschland
4795-659,"Via dei Missaglia, Gratosoglio - Ticinello, Municipio 5, Ronchetto delle Rane, Milano, Lombardia, 20142, Italia","(45.413552, 9.1749017, 0.0)",Milano,Lombardia,Italia
42180,"Arancón, Castilla y León, 42180, España","(41.800469998071414, -2.281500051070006, 0.0)",Arancón,Castilla y León,España
4410 399,"A-4410, Acosta/Okoizta, Zigoitia, Gorbeialdea, Araba/Álava, Euskadi, 01138, España","(42.9704938, -2.709436, 0.0)",,Euskadi,España
29610,"Plouigneau, Morlaix, Finistère, Bretagne, France métropolitaine, 29610, France","(48.56929527758621, -3.7246057851034005, 0.0)",,Bretagne,France
29755,"Canillas de Albaida, La Axarquía, Málaga, Andalucía, 29755, España","(36.8455908, -3.9870142, 0.0)",,Andalucía,España
07142,"V. Cipriani, 131, Via Gian Lorenzo Cipriani, Campagnuzza, Gorizia, Friuli-Venezia Giulia, 34170, Italia","(45.9294981, 13.6135409, 0.0)",Gorizia,Friuli-Venezia Giulia,Italia
23529,"Baeza, Jaén, Andalucía, 23529, España","(37.9523253649292, -3.5409280683500346, 0.0)",,Andalucía,España
4465-550,"550, la Canyada, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5288929, -0.4776899, 0.0)",,Comunitat Valenciana,España
33676,"Aller, Asturias / Asturies, 33676, España","(43.1307851, -5.6720627, 0.0)",Aller,Asturias / Asturies,España
07250,"Le Pouzin, Privas, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07250, France","(44.75332298888889, 4.742484873904821, 0.0)",,Auvergne-Rhône-Alpes,France
06939,,,,,
08318,08318,"(41.6014813, 2.447194854302676, 0.0)",,,
41.500,"500, Terme di Fontecchio, Città di Castello, Perugia, Umbria, 06012, Italia","(43.4750545, 12.2785888, 0.0)",,Umbria,Italia
32431,"Beade, O Ribeiro, Ourense, Galicia, 32431, España","(42.32839315, -8.12757805, 0.0)",Beade,Galicia,España
28233,"Fossano (Tagliata), Via Tourvilla, Tagliata, Fossano, Cuneo, Piemonte, 12045, Italia","(44.5881433, 7.75386, 0.0)",,Piemonte,Italia
1750-436,"436, San Vito di Cadore, Belluno, Veneto, Italia","(46.480953, 12.0582034, 0.0)",,Veneto,Italia
15166,"Lubre, Bergondo, A Coruña, Galicia, 15166, España","(43.323826100000005, -8.257033990669896, 0.0)",,Galicia,España
07193,"V. Duca d'Aosta, 42, Via Duca d'Aosta, San Rocco, Gorizia, Friuli-Venezia Giulia, 34170, Italia","(45.9388709, 13.6191369, 0.0)",Gorizia,Friuli-Venezia Giulia,Italia
28739,"Navarredonda y San Mamés, Sierra Norte, Comunidad de Madrid, 28739, España","(40.991793844444466, -3.715976944115488, 0.0)",Navarredonda y San Mamés,Comunidad de Madrid,España
O7013,,,,,
33428,"Harsewinkel, Kreis Gütersloh, Nordrhein-Westfalen, 33428, Deutschland","(51.9633374337828, 8.229496929423103, 0.0)",,Nordrhein-Westfalen,Deutschland
4415-147,"147, Calabritto, Avellino, Campania, Italia","(40.7816585, 15.1425075, 0.0)",,Campania,Italia
27460,"Alizay, Les Andelys, Eure, Normandie, France métropolitaine, 27460, France","(49.318475055555545, 1.1679717576717792, 0.0)",,Normandie,France
34209,"Hontoria de Cerrato, Palencia, Castilla y León, 34209, España","(41.9123055375, -4.428887971726342, 0.0)",,Castilla y León,España
5450-009,"Vila Pouca de Aguiar, Vila Real, 5450-009, Portugal","(41.504463099999995, -7.645063125, 0.0)",,,Portugal
0213,"0211;0212;0213, Kantstraße, Auenviertel, Eilbek, Wandsbek, Hamburg, 22089, Deutschland","(53.5690433, 10.0536184, 0.0)",Hamburg,Hamburg,Deutschland
2805-290,2805-290,"(38.670829508333334, -9.170263726960348, 0.0)",,,
07712,"Maó, Menorca, Illes Balears, 07712, España","(39.869331592454486, 4.204614834564009, 0.0)",Maó,Illes Balears,España
44415,"Via privata Tarvisio, Greco, Municipio 2, Milano, Lombardia, 20125, Italia","(45.4977047, 9.207027, 0.0)",Milano,Lombardia,Italia
93600,"Mairie - Vieux-Pays, Aulnay-sous-Bois, Le Raincy, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93600, France","(48.93931932463768, 2.4927719078526627, 0.0)",,Île-de-France,France
33860,"Marcillac, Val-de-Livenne, Blaye, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33860, France","(45.27245496693815, -0.5109799416182752, 0.0)",Val-de-Livenne,Nouvelle-Aquitaine,France
1350-270,"270, Tivegna, Follo, La Spezia, Liguria, Italia","(44.1772474, 9.8260137, 0.0)",Follo,Liguria,Italia
19162,"Pioz, Guadalajara, Castilla-La Mancha, 19162, España","(40.46385377433208, -3.1790061865265686, 0.0)",,Castilla-La Mancha,España
27367,"Carracedo, Láncara, Sarria, Lugo, Galicia, 27367, España","(42.86650567317072, -7.371765704878048, 0.0)",Láncara,Galicia,España
14814,"Priego de Córdoba, Córdoba, Andalucía, 14814, España","(37.529123150000004, -4.157957595529795, 0.0)",,Andalucía,España
38205,"San Cristóbal de La Laguna, Santa Cruz de Tenerife, Canarias, 38205, España","(28.4565517725, -16.317172972064185, 0.0)",San Cristóbal de La Laguna,,España
2790-372,"Carnaxide e Queijas, Oeiras, Lisboa, 2790-372, Portugal","(38.72072885, -9.267604400748631, 0.0)",Carnaxide e Queijas,,Portugal
2710-562,"562, la Canyada, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5291913, -0.4744223, 0.0)",,Comunitat Valenciana,España
03690 ,"Sant Vicent del Raspeig / San Vicente del Raspeig, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, 03690, España","(38.3958152748326, -0.5211878975399276, 0.0)",,Comunitat Valenciana,España
15892,"barraca de pedra seca 15892, GR-175, Figuerola del Camp, Alt Camp, Tarragona, Catalunya, 43811, España","(41.3822935, 1.2539816, 0.0)",Figuerola del Camp,Catalunya,España
29004 ,"Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España","(36.68496494857825, -4.467502507041626, 0.0)",Málaga,Andalucía,España
9560-421,"Parque Tecnológico, Nossa Senhora do Rosário, Lagoa (Nossa Senhora do Rosário), Lagoa, Açores, 9560-421, Portugal","(37.749656925000004, -25.58008976327617, 0.0)",Lagoa (Nossa Senhora do Rosário),,Portugal
33178,"Nordrhein-Westfalen, 33178, Deutschland","(51.6512003, 8.765038130979526, 0.0)",,Nordrhein-Westfalen,Deutschland
43424,"Sarral, Conca de Barberà, Tarragona, Catalunya, 43424, España","(41.45010748333333, 1.2552881977078776, 0.0)",Sarral,Catalunya,España
8000-079,"Faro, 8000-079, Portugal","(37.0175702, -7.9375588, 0.0)",Faro,,Portugal
36612,"Catoira, Caldas, Pontevedra, Galicia, 36612, España","(42.663585440000006, -8.72313958, 0.0)",,Galicia,España
46510,"Quartell, el Camp de Morvedre, València / Valencia, Comunitat Valenciana, 46510, España","(39.736820875, -0.2650455453652384, 0.0)",,Comunitat Valenciana,España
40120,"Arue, Mont-de-Marsan, Landes, Nouvelle-Aquitaine, France métropolitaine, 40120, France","(44.062321148648635, -0.31882746511662596, 0.0)",,Nouvelle-Aquitaine,France
09197,"Alfoz de Quintanadueñas, Burgos, Castilla y León, 09197, España","(42.38510866666667, -3.724742133506583, 0.0)",Alfoz de Quintanadueñas,Castilla y León,España
8181,"Ca` Di Savini, Via dei Colli, Gaibola, Santo Stefano, Bologna, Emilia-Romagna, 40136, Italia","(44.4585289, 11.322011, 0.0)",Bologna,Emilia-Romagna,Italia
09239,"Estépar, Burgos, Castilla y León, 09239, España","(42.24690822857143, -3.851014657142857, 0.0)",,Castilla y León,España
45291,"Viale Giovanni da Cermenate, Tibaldi, Chiesa Rossa, Milano, Lombardia, 20141, Italia","(45.437359, 9.1834351, 0.0)",Milano,Lombardia,Italia
25190,"Chamesol, Montbéliard, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25190, France","(47.336679282394364, 6.836309844353087, 0.0)",,Bourgogne-Franche-Comté,France
10330,"Chavanges, Bar-sur-Aube, Aube, Grand Est, France métropolitaine, 10330, France","(48.5069311775, 4.527689865937103, 0.0)",,Grand Est,France
12558,,,,,
43593,"Paüls, Baix Ebre, Tarragona, Catalunya, 43593, España","(40.92177308290991, 0.3995082473470295, 0.0)",,Catalunya,España
33391,"Gijón/Xixón, Asturias / Asturies, 33391, España","(43.499688529545445, -5.65738613429771, 0.0)",Gijón/Xixón,Asturias / Asturies,España
41040,"Polinago, Unione dei comuni del Frignano, Modena, Emilia-Romagna, 41040, Italia","(44.38672766543209, 10.725827557480896, 0.0)",,Emilia-Romagna,Italia
04080,"Médiathèque François Mitterrand, Rue de l'Université, Notre-Dame, Poitiers, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86000, France","(46.5841914, 0.3431233, 0.0)",Poitiers,Nouvelle-Aquitaine,France
47462,,,,,
24148,"Wellingdorf, Kiel, Schleswig-Holstein, 24148, Deutschland","(54.31786691345681, 10.174377325287972, 0.0)",Kiel,Schleswig-Holstein,Deutschland
03170,"Doyet, Montluçon, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03170, France","(46.35058101458335, 2.767091077091592, 0.0)",,Auvergne-Rhône-Alpes,France
4785-336,"336, Castellammare di Stabia, Napoli, Campania, 80060, Italia","(40.669872, 14.478926, 0.0)",,Campania,Italia
21207,"Verdier - République, Avenue Verdier, Quartier Jean Jaurès, Montrouge, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92120, France","(48.815464, 2.3172613, 0.0)",,Île-de-France,France
45170,"Bougy-lez-Neuville, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45170, France","(48.051051754771265, 2.0015003492612453, 0.0)",,Centre-Val de Loire,France
31007 ,"Iturrama, Pamplona/Iruña, Navarra - Nafarroa, 31007, España","(42.80719989166667, -1.6525164415377465, 0.0)",Pamplona/Iruña,Navarra - Nafarroa,España
06430,"Tende, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06430, France","(44.07807277352942, 7.610681835316827, 0.0)",,Provence-Alpes-Côte d'Azur,France
83500,"La Seyne-sur-Mer, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83500, France","(43.1106033807951, 5.859842510097695, 0.0)",La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,France
1050-061,"1050, Corbanese, Tarzo, Treviso, Veneto, Italia","(45.9591286, 12.2410658, 0.0)",,Veneto,Italia
06440,"Blausasc, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06440, France","(43.82047503333334, 7.367959936821814, 0.0)",,Provence-Alpes-Côte d'Azur,France
06171,,,,,
49031 ,"Zamora, Castilla y León, 49031, España","(41.504602649999995, -5.75400147084342, 0.0)",Zamora,Castilla y León,España
36670,"Cuntis, Caldas, Pontevedra, Galicia, 36670, España","(42.6343084, -8.5642439, 0.0)",Cuntis,Galicia,España
49624,"Niedersachsen, 49624, Deutschland","(52.7454722, 7.776994001653968, 0.0)",,Niedersachsen,Deutschland
09312,"Tórtoles de Esgueva, Burgos, Castilla y León, 09312, España","(41.81591234, -4.020864043128172, 0.0)",,Castilla y León,España
07183,"Calvià, Serra de Tramuntana, Illes Balears, 07183, España","(39.523493414893615, 2.4733160077900993, 0.0)",,Illes Balears,España
45859,,,,,
13300 ,"Salon-de-Provence, Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13300, France","(43.63824262157999, 5.096551364109229, 0.0)",,Provence-Alpes-Côte d'Azur,France
25410,"Saint-Vit, Besançon, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25410, France","(47.17840987834648, 5.840745392731867, 0.0)",,Bourgogne-Franche-Comté,France
03700 ,"Bellerive-sur-Allier, Vichy, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03700, France","(46.116612140651235, 3.4018034138776008, 0.0)",,Auvergne-Rhône-Alpes,France
47113,"Via Lucio Cornelio Silla, Parco Bosco In Città, Municipio 7, Figino, Milano, Lombardia, 20016, Italia","(45.5024338, 9.0649398, 0.0)",Milano,Lombardia,Italia
23265,"Via Lago di Nemi, Barona, Milano, Lombardia, 20142, Italia","(45.4357693, 9.153971, 0.0)",Milano,Lombardia,Italia
21260,"Selongey, Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21260, France","(47.58377505952384, 5.184431621099012, 0.0)",,Bourgogne-Franche-Comté,France
07313,"Selva, Raiguer, Illes Balears, 07313, España","(39.7549819625, 2.9028671875, 0.0)",Selva,Illes Balears,España
32618,"Monterrei, Verín, Ourense, Galicia, 32618, España","(41.94225298125001, -7.534617159375, 0.0)",,Galicia,España
12221,"Tales, la Plana Baixa, Castelló / Castellón, Comunitat Valenciana, 12221, España","(39.94864455, -0.30818359042553145, 0.0)",,Comunitat Valenciana,España
27794,"Reinante, Barreiros, A Mariña Oriental, Lugo, Galicia, 27794, España","(43.5439923, -7.176732552654993, 0.0)",,Galicia,España
43596,"Horta de Sant Joan, Terra Alta, Tarragona, Catalunya, 43596, España","(40.94705456666667, 0.3164331455774609, 0.0)",Horta de Sant Joan,Catalunya,España
20247,"Rogliano, Bastia, Haute-Corse, Corse, France métropolitaine, 20247, France","(42.9644424, 9.423739946871436, 0.0)",Rogliano,Corse,France
40445,,,,,
43420,"Saint-Paul-de-Tartas, Le Puy-en-Velay, Haute-Loire, Auvergne-Rhône-Alpes, France métropolitaine, 43420, France","(44.79328965, 3.8856388621413243, 0.0)",,Auvergne-Rhône-Alpes,France
36213,"Matamá, Vigo, Pontevedra, Galicia, 36213, España","(42.203854385, -8.740031778567397, 0.0)",,Galicia,España
4625-710,"Rua da Zona Industrial Bem Viver, 4625, Favões, Bem Viver, Marco de Canaveses, Porto, 4625-123, Portugal","(41.105835, -8.2425825, 0.0)",,,Portugal
33874,"Tineo, Asturias / Asturies, 33874, España","(43.37366725, -6.504707986537165, 0.0)",Tineo,Asturias / Asturies,España
AD700,,,,,
32150,"Cazaubon, Condom, Gers, Occitanie, France métropolitaine, 32150, France","(43.925790835, -0.06600469527787489, 0.0)",,Occitanie,France
18350,"Flavigny, Saint-Amand-Montrond, Cher, Centre-Val de Loire, France métropolitaine, 18350, France","(46.97395505703124, 2.8047899408548527, 0.0)",,Centre-Val de Loire,France
Sw4 6dy,"London Borough of Lambeth, London, Greater London, England, SW4 6DY, United Kingdom","(51.46729, -0.1378, 0.0)",London,England,United Kingdom
10890,"Valverde del Fresno, Sierra de Gata, Cáceres, Extremadura, 10890, España","(40.22476985, -6.879334050000001, 0.0)",,Extremadura,España
19144,"Fuentelviejo, Guadalajara, Castilla-La Mancha, 19144, España","(40.526094799999996, -2.9843323613151638, 0.0)",,Castilla-La Mancha,España
06910,"Sigale, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06910, France","(43.87607942678331, 6.953158210820774, 0.0)",,Provence-Alpes-Côte d'Azur,France
1500-332,"332, Bieno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38059, Italia","(46.0871199, 11.5696256, 0.0)",,Trentino-Alto Adige/Südtirol,Italia
02210,"Oulchy-la-Ville, Soissons, Aisne, Hauts-de-France, France métropolitaine, 02210, France","(49.21354940322584, 3.3574096395437585, 0.0)",,Hauts-de-France,France
9000-783,"São Martinho, Funchal, Madeira, 9000-783, Portugal","(32.6476438, -16.9406799, 0.0)",Funchal,,Portugal
32820,"Cartelle, Terra da Celanova, Ourense, Galicia, 32820, España","(42.24994674375, -8.065778706249999, 0.0)",Cartelle,Galicia,España
49696,"Niedersachsen, 49696, Deutschland","(52.875547, 7.897918981999432, 0.0)",,Niedersachsen,Deutschland
13009,"9e Arrondissement, Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13009, France","(43.25489171044185, 5.409930200117313, 0.0)",Marseille,Provence-Alpes-Côte d'Azur,France
06174,,,,,
2685-244,"Moscavide e Portela, Loures, Lisboa, 2685-244, Portugal","(38.7864828, -9.1170255, 0.0)",Loures,,Portugal
4420-086,"Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto, 4420-086, Portugal","(41.141994624999995, -8.533064414330937, 0.0)",Gondomar,,Portugal
27861,"Covas, Viveiro, A Mariña Occidental, Lugo, Galicia, 27861, España","(43.67819024, -7.61328591646434, 0.0)",,Galicia,España
29018 ,"Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29018, España","(36.726776127818816, -4.364761099043763, 0.0)",Málaga,Andalucía,España
2845-360,2845-360,"(38.6226743, -9.110939814947136, 0.0)",,,
25343,,,,,
04869,,,,,
05250,"Saint-Étienne-en-Dévoluy, Le Dévoluy, Gap, Hautes-Alpes, Provence-Alpes-Côte d'Azur, France métropolitaine, 05250, France","(44.68588336250001, 5.908751546444239, 0.0)",Le Dévoluy,Provence-Alpes-Côte d'Azur,France
05693,,,,,
34420,"Villeneuve-lès-Béziers, Béziers, Hérault, Occitanie, France métropolitaine, 34420, France","(43.309513920370364, 3.312752950900275, 0.0)",,Occitanie,France
