zipcode,location,coords,city,state,country
4736,"4736, Zum Berggarten, Kirchditmold, Kassel, Hessen, 34130, Deutschland","(51.3214043, 9.439725, 0.0)",Kassel,Hessen,Deutschland
45750,"Saint-Pryvé-Saint-Mesmin, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45750, France","(47.87889206666665, 1.8637173106491443, 0.0)",,Centre-Val de Loire,France
15365,"A Pedra, Cariño, Ortegal, A Coruña, Galicia, 15365, España","(43.72894266944445, -7.883894699770015, 0.0)",,Galicia,España
36800,"Rivarennes, Le Blanc, Indre, Centre-Val de Loire, France métropolitaine, 36800, France","(46.64345173947369, 1.4015697577292467, 0.0)",,Centre-Val de Loire,France
003130,,,,,
3004,"3004;3005, Beim Alten Gaswerk, Otto von Bahrenpark, Bahrenfeld, Altona, Hamburg, 22761, Deutschland","(53.5631563, 9.9188254, 0.0)",Hamburg,Hamburg,Deutschland
10117,"Mitte, Berlin, 10117, Deutschland","(52.51715743187745, 13.388157274194374, 0.0)",,Berlin,Deutschland
18132,"Agrón, Comarca de Alhama, Granada, Andalucía, 18132, España","(37.03030556666667, -3.830067766666667, 0.0)",,Andalucía,España
33530,"Bassens, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33530, France","(44.905331271875, -0.5144576779599392, 0.0)",,Nouvelle-Aquitaine,France
4575-069,"K 4575, Weiler, Keltern, Enzkreis, Baden-Württemberg, 75210, Deutschland","(48.8960565, 8.5502889, 0.0)",,Baden-Württemberg,Deutschland
035003,,,,,
30392,,,,,
04250,"Le Caire, Forcalquier, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 04250, France","(44.374730135028074, 6.087259298044017, 0.0)",,Provence-Alpes-Côte d'Azur,France
08753,"Pallejà, Baix Llobregat, Barcelona, Catalunya, 08753, España","(41.4207675, 1.9659646, 0.0)",,Catalunya,España
34469,"Marcilla de Campos, Palencia, Castilla y León, 34469, España","(42.33856866666667, -4.400241832147293, 0.0)",,Castilla y León,España
48143,"Altstadt, Münster-Mitte, Münster, Nordrhein-Westfalen, 48143, Deutschland","(51.961856345193645, 7.626546610574595, 0.0)",Münster,Nordrhein-Westfalen,Deutschland
4740-445,"Oslebshausen, Gröpelingen, Stadtbezirk Bremen-West, Bremen, 28239, Deutschland","(53.1329948, 8.7406467, 0.0)",Bremen,Bremen,Deutschland
04810,,,,,
15578,"Nosa Señora dos Desamparados de Xubia, Narón, Ferrol, A Coruña, Galicia, 15578, España","(43.521405967777774, -8.186448724168391, 0.0)",,Galicia,España
15332,"Luama, Ortigueira, Ortegal, A Coruña, Galicia, 15332, España","(43.6978616, -7.8491716, 0.0)",,Galicia,España
82000,"Montauban, Tarn-et-Garonne, Occitanie, France métropolitaine, 82000, France","(44.01622242673234, 1.360624392110267, 0.0)",,Occitanie,France
43884,"Bonastre, Baix Penedès, Tarragona, Catalunya, 43884, España","(41.221286975, 1.439016718121494, 0.0)",Bonastre,Catalunya,España
32800,"Eauze, Condom, Gers, Occitanie, France métropolitaine, 32800, France","(43.85293728651379, 0.10445310305915093, 0.0)",,Occitanie,France
34240,"Lamalou-les-Bains, Béziers, Hérault, Occitanie, France métropolitaine, 34240, France","(43.59942558461538, 3.0667450255475313, 0.0)",,Occitanie,France
22800,"Le Fœil, Saint-Brieuc, Côtes-d'Armor, Bretagne, France métropolitaine, 22800, France","(48.40840198086163, -2.9227591486160716, 0.0)",,Bretagne,France
41005 ,"Distrito Sur, Sevilla, Andalucía, 41005, España","(37.3711470743719, -5.974517265965533, 0.0)",Sevilla,Andalucía,España
07181 ,"Calvià, Serra de Tramuntana, Illes Balears, 07181, España","(39.531887419769355, 2.5732442617500335, 0.0)",,Illes Balears,España
41564,"Büttgen, Kaarst, Rhein-Kreis Neuss, Nordrhein-Westfalen, 41564, Deutschland","(51.21783369780308, 6.608667188088372, 0.0)",,Nordrhein-Westfalen,Deutschland
24403,"Ponferrada, El Bierzo, León, Castilla y León, 24403, España","(42.54686930924502, -6.613083011065166, 0.0)",Ponferrada,Castilla y León,España
41,"Loir-et-Cher, Centre-Val de Loire, France métropolitaine, France","(47.65977515, 1.297183525390464, 0.0)",,Centre-Val de Loire,France
42157,"Via Alessandro Astesani, Affori, Municipio 9, Milano, Lombardia, 20161, Italia","(45.5206816, 9.1692093, 0.0)",Milano,Lombardia,Italia
33770,"Salles, Arcachon, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33770, France","(44.54787626666667, -0.8678184780096235, 0.0)",,Nouvelle-Aquitaine,France
17760,"Vilabertran, Alt Empordà, Girona, Catalunya, 17760, España","(42.283148275, 2.9812511254385052, 0.0)",,Catalunya,España
43519,"el Perelló, Baix Ebre, Tarragona, Catalunya, 43519, España","(40.869096133942485, 0.7120961050191383, 0.0)",el Perelló,Catalunya,España
34888,"Velilla del Río Carrión, Palencia, Castilla y León, 34888, España","(42.96930195411447, -4.756996160819473, 0.0)",,Castilla y León,España
26315,,,,,
4101,"Berufsfeuerwache Zehlendorf (4100) Freiwillige Feuerwehr Zehlendorf (4101), 10-12, Charlottenburger Straße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14169, Deutschland","(52.437314349999994, 13.265166532120992, 0.0)",Berlin,Berlin,Deutschland
06620,"Gourdon, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06620, France","(43.73990537682927, 6.97234787584692, 0.0)",,Provence-Alpes-Côte d'Azur,France
36657,"Via Gaudenzio Fantoli, Mecenate, Municipio 4, Monluè, Milano, Lombardia, 20138, Italia","(45.4510511, 9.2509191, 0.0)",Milano,Lombardia,Italia
00830,,,,,
15280,"Os Ánxeles, Brión, Santiago, A Coruña, Galicia, 15280, España","(42.85071810833333, -8.671656765084334, 0.0)",,Galicia,España
01194,"Mendiola, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01194, España","(42.815776431143384, -2.6623864016781904, 0.0)",Vitoria-Gasteiz,Euskadi,España
4810-527,"527, la Canyada, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5244421, -0.4802414, 0.0)",,Comunitat Valenciana,España
28212,"Navalagamella, Sierra Oeste, Comunidad de Madrid, 28212, España","(40.46886590256411, -4.123875826013908, 0.0)",,Comunidad de Madrid,España
25135,"Sant'Eufemia, Zona Est, Brescia, Lombardia, 25135, Italia","(45.52024592972973, 10.27744693055542, 0.0)",Brescia,Lombardia,Italia
14630,"Cagny, Caen, Calvados, Normandie, France métropolitaine, 14630, France","(49.147409335000006, -0.25465571588417946, 0.0)",,Normandie,France
36416,"Mos, Vigo, Pontevedra, Galicia, 36416, España","(42.20260155290464, -8.654898241928038, 0.0)",,Galicia,España
1070-325,"Via Pegorar, Andalo, Comunità della Paganella, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38018, Italia","(46.1701311, 10.9990844, 0.0)",,Trentino-Alto Adige/Südtirol,Italia
15970,15970,"(42.72865047, -8.999616560000002, 0.0)",,,
09192,"Cardeñajimeno, Burgos, Castilla y León, 09192, España","(42.337983330434774, -3.5897529217391306, 0.0)",,Castilla y León,España
06443,,,,,
31330,"Grenade, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31330, France","(43.773489974587164, 1.2654589075796145, 0.0)",,Occitanie,France
12423,"12423, Via Roma, Arveaco, Barnico, Provaglio Val Sabbia, Comunità montana della Valle Sabbia, Brescia, Lombardia, 25079, Italia","(45.6706625, 10.4598783, 0.0)",,Lombardia,Italia
10892,"10892, Sentiero Robi, Sarezzo, Comunità montana della valle Trompia, Brescia, Lombardia, 25068, Italia","(45.68241065, 10.219996049999999, 0.0)",,Lombardia,Italia
06200 ,"Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06200, France","(43.68004701490854, 7.210034247042688, 0.0)",Nice,Provence-Alpes-Côte d'Azur,France
30162,"Pedanía de Santa Cruz, Murcia, Área Metropolitana de Murcia, Región de Murcia, 30162, España","(38.01937730689722, -1.05197776456499, 0.0)",Murcia,Región de Murcia,España
14193,"Grunewald, Charlottenburg-Wilmersdorf, Berlin, 14193, Deutschland","(52.48574119819753, 13.276968256557238, 0.0)",,Berlin,Deutschland
10777,"Schöneberg, Tempelhof-Schöneberg, Berlin, 10777, Deutschland","(52.49755354628569, 13.34415669373472, 0.0)",,Berlin,Deutschland
08297,"Niederzwönitz, Zwönitz, Erzgebirgskreis, Sachsen, 08297, Deutschland","(50.64188952417514, 12.82348210981471, 0.0)",,Sachsen,Deutschland
15171,"Iñás, Oleiros, A Coruña, Galicia, 15171, España","(43.32154657944496, -8.314677770723408, 0.0)",,Galicia,España
10164,"Valdesalor, Cáceres, Extremadura, 10164, España","(39.3775006896674, -6.347571227650207, 0.0)",Cáceres,Extremadura,España
25220,"Chalèze, Besançon, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25220, France","(47.266427258489294, 6.086563119341929, 0.0)",,Bourgogne-Franche-Comté,France
08495,"Fogars de la Selva, Selva, Barcelona, Catalunya, 08495, España","(41.7347434, 2.66882, 0.0)",,Catalunya,España
2560-008,"K 2560, Braunoldswiesen, Arnsdorf, Braunsbach, Verwaltungsverband Braunsbach-Untermünkheim, Landkreis Schwäbisch Hall, Baden-Württemberg, 74542, Deutschland","(49.1976987, 9.7603561, 0.0)",,Baden-Württemberg,Deutschland
119526,,,,,
1050 010,"Avenidas Novas, Lisboa, 1050-010, Portugal","(38.726442060000004, -9.151049382396526, 0.0)",Lisboa,,Portugal
47530,"Viale Federico Caprilli, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia","(45.4802231, 9.1306334, 0.0)",Milano,Lombardia,Italia
85375,"Bayern, 85375, Deutschland","(48.32228805, 11.669669943537818, 0.0)",,Bayern,Deutschland
33194,"Oviedo, Asturias / Asturies, 33194, España","(43.39227581106623, -5.905144109759938, 0.0)",Oviedo,Asturias / Asturies,España
33316,"Villaviciosa, Asturias / Asturies, 33316, España","(43.4878853, -5.4209196, 0.0)",Villaviciosa,Asturias / Asturies,España
3100-436,"436, San Vito di Cadore, Belluno, Veneto, Italia","(46.480953, 12.0582034, 0.0)",,Veneto,Italia
5200 213,"Mogadouro, Valverde, Vale de Porco e Vilar de Rei, Mogadouro, Bragança, 5200-213, Portugal","(41.3409436, -6.716714297730419, 0.0)",,,Portugal
4705-672,"Maximinos, Sé e Cividade, Braga, 4705-672, Portugal","(41.5394223, -8.430062628686976, 0.0)",Braga,,Portugal
02150,"Lappion, Laon, Aisne, Hauts-de-France, France métropolitaine, 02150, France","(49.57678311470588, 3.9470097933073505, 0.0)",,Hauts-de-France,France
10189,"10189, Seeuferweg, Ferienwohnpark am Silbersee, Allendorf, Frielendorf, Schwalm-Eder-Kreis, Hessen, 34621, Deutschland","(50.9782253, 9.3441974, 0.0)",,Hessen,Deutschland
05571,,,,,
02142,"Ancona 8, Via del Pinocchio, Pinocchio, Ancona, Marche, 60127, Italia","(43.5896327, 13.4938997, 0.0)",Ancona,Marche,Italia
0051,"Volksgarten, Torgauer Straße, Sellerhausen, Volkmarsdorf, Ost, Leipzig, Sachsen, 04318, Deutschland","(51.3482865, 12.4199003, 0.0)",Leipzig,Sachsen,Deutschland
37891,"Martinamor, Salamanca, Castilla y León, 37891, España","(40.8061369, -5.5983383, 0.0)",,Castilla y León,España
39197,"Argoños, Trasmiera, Cantabria, 39197, España","(43.455386236931844, -3.4945692366208116, 0.0)",,Cantabria,España
30148,"La Meyeau Nord, Chemin de l'Ameillaud, La Meyeau Nord, Cairanne, Carpentras, Vaucluse, Provence-Alpes-Côte d'Azur, France métropolitaine, 84290, France","(44.2256231, 4.9451643, 0.0)",,Provence-Alpes-Côte d'Azur,France
41350,"Vineuil, Blois, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41350, France","(47.586612569589896, 1.3965407092812365, 0.0)",,Centre-Val de Loire,France
39670,"Puente Viesgo, Valles Pasiegos, Cantabria, 39670, España","(43.288176802083335, -3.9609486962859877, 0.0)",,Cantabria,España
07812,"Sant Joan de Labritja, Eivissa, Illes Balears, 07812, España","(39.02948345, 1.4764403963267734, 0.0)",,Illes Balears,España
22591,"Via Giacomo Antonini, Morivione, Municipio 5, Milano, Lombardia, 20141, Italia","(45.4370399, 9.1898861, 0.0)",Milano,Lombardia,Italia
03339,"Crevillent, el Baix Vinalopó, Alacant / Alicante, Comunitat Valenciana, 03339, España","(38.2003828, -0.8110841, 0.0)",,Comunitat Valenciana,España
48311,"Ibarrangelu, Bizkaia, Euskadi, 48311, España","(43.39793455, -2.6517486, 0.0)",,Euskadi,España
20214,"Calenzana, Calvi, Haute-Corse, Corse, France métropolitaine, 20214, France","(42.513098850000006, 8.844216990291372, 0.0)",,Corse,France
42174,,,,,
36140,"Aigurande, La Châtre, Indre, Centre-Val de Loire, France métropolitaine, 36140, France","(46.46379161538461, 1.8140154318560269, 0.0)",,Centre-Val de Loire,France
21540,"Saint-Anthot, Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21540, France","(47.326600860883644, 4.649416307932763, 0.0)",,Bourgogne-Franche-Comté,France
435550,,,,,
47161,"Tudela de Duero, Valladolid, Castilla y León, 47161, España","(41.5629983334115, -4.658949013574944, 0.0)",Tudela de Duero,Castilla y León,España
30590,,,,,
21380,"Artlenburg, Samtgemeinde Scharnebeck, Lüneburg, Niedersachsen, 21380, Deutschland","(53.3704032, 10.488766177022793, 0.0)",,Niedersachsen,Deutschland
469192,,,,,
05635,"Navarredonda de Gredos, Ávila, Castilla y León, 05635, España","(40.3540406375, -5.127122796520201, 0.0)",,Castilla y León,España
1269-161,"161, Loveno, Paisco Loveno, Comunità montana della valle Camonica, Brescia, Lombardia, Italia","(46.0679409, 10.2347336, 0.0)",,Lombardia,Italia
09120,"Altchemnitz, Chemnitz, Sachsen, 09120, Deutschland","(50.81065315208355, 12.906836409281668, 0.0)",Chemnitz,Sachsen,Deutschland
1169-007,"Oebisfelder Straße, Neustädter See, Magdeburg, Sachsen-Anhalt, 39126, Deutschland","(52.1875128, 11.6445531, 0.0)",Magdeburg,Sachsen-Anhalt,Deutschland
12469,"Sacañet, l'Alt Palància, Castelló / Castellón, Comunitat Valenciana, 12469, España","(39.851689199999996, -0.7147748259509732, 0.0)",,Comunitat Valenciana,España
00804,,,,,
40171,,,,,
50629,"Clare Road, Pound Lane, Willesden Green, Harlesden, London Borough of Brent, London, Greater London, England, NW10 2HY, United Kingdom","(51.5456884, -0.237529, 0.0)",London,England,United Kingdom
33583,"Piloña, Asturias / Asturies, 33583, España","(43.35978865258218, -5.305697925693522, 0.0)",Piloña,Asturias / Asturies,España
49124,"Saint-Barthélemy-d'Anjou, Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49124, France","(47.47000740375241, -0.4882047016015304, 0.0)",,Pays de la Loire,France
38630,"Corbelin, La Tour-du-Pin, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38630, France","(45.60792991060605, 5.543923871397545, 0.0)",,Auvergne-Rhône-Alpes,France
10672,"Via Colleoni (Fieramilanocity), Via Guglielmo Silva, De Angeli - Monte Rosa, Municipio 8, Milano, Lombardia, 20149, Italia","(45.4806328, 9.1506492, 0.0)",Milano,Lombardia,Italia
04116,"Níjar, Almería, Andalucía, 04116, España","(36.8700187, -2.050332864511801, 0.0)",,Andalucía,España
16336,"Via Harar, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia","(45.4760988, 9.1207746, 0.0)",Milano,Lombardia,Italia
30591,"Torre Pacheco, Campo de Cartagena y Mar Menor, Región de Murcia, 30591, España","(37.8172269, -0.9553941, 0.0)",,Región de Murcia,España
4410-305,"305, Erchie, Maiori, Salerno, Campania, 84019, Italia","(40.6472294, 14.6801986, 0.0)",,Campania,Italia
3650-081,"Touro, Vila Nova de Paiva, Viseu, 3650-081, Portugal","(40.89553909999999, -7.747360048795849, 0.0)",,,Portugal
19150,"Ladignac-sur-Rondelles, Tulle, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19150, France","(45.22855130833332, 1.8166228583922515, 0.0)",,Nouvelle-Aquitaine,France
25173,"Sudanell, Segrià, Lleida, Catalunya, 25173, España","(41.557315875, 0.565614377349267, 0.0)",Sudanell,Catalunya,España
37115,"Niedersachsen, 37115, Deutschland","(51.517568749999995, 10.241305283863053, 0.0)",,Niedersachsen,Deutschland
40240,"Saint-Julien-d'Armagnac, Mont-de-Marsan, Landes, Nouvelle-Aquitaine, France métropolitaine, 40240, France","(44.00572770394738, -0.1452760427651818, 0.0)",,Nouvelle-Aquitaine,France
Tarragona,"Tarragona, Tarragonès, Tarragona, Catalunya, 43001, España","(41.1172364, 1.2546057, 0.0)",Tarragona,Catalunya,España
08578,,,,,
39690,"Villaescusa, Santander, Cantabria, 39690, España","(43.36107556428571, -3.8487115051695375, 0.0)",Villaescusa,Cantabria,España
04660,"Champtercier, Digne-les-Bains, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 04660, France","(44.093066809734495, 6.161273728963362, 0.0)",,Provence-Alpes-Côte d'Azur,France
1050-230,"Avenidas Novas, Lisboa, 1050-230, Portugal","(38.7316851, -9.1487615, 0.0)",Lisboa,,Portugal
25132,"Villaggio Badia, Zona Ovest, Brescia, Lombardia, 25132, Italia","(45.54833853333333, 10.158459100000002, 0.0)",Brescia,Lombardia,Italia
4480,"Árvore, Vila do Conde, Porto, 4480, Portugal","(41.3304736, -8.7390221, 0.0)",Vila do Conde,,Portugal
04713,"Die Weiher Linde, Weiher, Altensittenbach, Weiher, Hersbruck, Landkreis Nürnberger Land, Bayern, 91217, Deutschland","(49.4960774, 11.4213361, 0.0)",Hersbruck,Bayern,Deutschland
46989,,,,,
25142,"Bellvís, Pla d'Urgell, Lleida, Catalunya, 25142, España","(41.66984780000001, 0.8117070371134447, 0.0)",Bellvís,Catalunya,España
15259,"Serres, Muros, A Coruña, Galicia, 15259, España","(42.78818198571428, -9.06582784191547, 0.0)",,Galicia,España
75011,"Paris, Île-de-France, France métropolitaine, 75011, France","(48.85915961126026, 2.378072197529191, 0.0)",,Île-de-France,France
37797,"Calzada de Valdunciel, Salamanca, Castilla y León, 37797, España","(41.08621339748679, -5.7026618499189, 0.0)",,Castilla y León,España
11580,"Véraza, Limoux, Aude, Occitanie, France métropolitaine, 11580, France","(42.9993042875, 2.3280102618368232, 0.0)",,Occitanie,France
08222 ,"Terrassa, Vallès Occidental, Barcelona, Catalunya, 08222, España","(41.56405625294118, 2.0246770768960403, 0.0)",Terrassa,Catalunya,España
29569,"Via Carlo Bazzi, Morivione, Municipio 5, Milano, Lombardia, 20136, Italia","(45.4425153, 9.1877582, 0.0)",Milano,Lombardia,Italia
12405,"Viale Corsica - Via Lomellina, Viale Corsica, Corsica, Municipio 4, Milano, Lombardia, 20133, Italia","(45.4622529, 9.2310286, 0.0)",Milano,Lombardia,Italia
33115,"Santo Adriano, Asturias / Asturies, 33115, España","(43.28291573750001, -5.9893301625, 0.0)",Santo Adriano,Asturias / Asturies,España
39330,"Mouchard, Dole, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39330, France","(46.973448021428574, 5.80536047444662, 0.0)",,Bourgogne-Franche-Comté,France
11612,"Benaocaz, Sierra de Cádiz, Cádiz, Andalucía, 11612, España","(36.702203177777776, -5.421837437834107, 0.0)",,Andalucía,España
5165,"5164;5165, Brigittenstraße, Karolinenviertel, St. Pauli, Hamburg-Mitte, Hamburg, 20359, Deutschland","(53.5541886, 9.9618504, 0.0)",Hamburg,Hamburg,Deutschland
32103,"Via Martiri Triestini, Selinunte, Municipio 7, Milano, Lombardia, 20148, Italia","(45.4739156, 9.143012, 0.0)",Milano,Lombardia,Italia
33458,"Via Boffalora, Stadera, Municipio 5, Milano, Lombardia, 20142, Italia","(45.4289189, 9.1666369, 0.0)",Milano,Lombardia,Italia
37250,"Montbazon, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37250, France","(47.2813520330005, 0.7083359119841507, 0.0)",,Centre-Val de Loire,France
33780,"Soulac-sur-Mer, Lesparre-Médoc, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33780, France","(45.505473506250006, -1.1245444115443353, 0.0)",,Nouvelle-Aquitaine,France
36862,,,,,
4950-840,4950-840,"(42.07720835, -8.360658228414293, 0.0)",,,
37200,"Joué-lès-Tours, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37200, France","(47.35083327235876, 0.6544064407493947, 0.0)",Joué-lès-Tours,Centre-Val de Loire,France
1050-153,"1050, Corbanese, Tarzo, Treviso, Veneto, Italia","(45.9591286, 12.2410658, 0.0)",,Veneto,Italia
35004,"Las Palmas de Gran Canaria, Las Palmas, Canarias, 35004, España","(28.11635345, -15.423180177682555, 0.0)",Las Palmas de Gran Canaria,,España
17120,"Cozes, Saintes, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17120, France","(45.58032057421763, -0.8322417242434563, 0.0)",,Nouvelle-Aquitaine,France
22216,"Largo Augusto, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia","(45.4629921, 9.1970882, 0.0)",Milano,Lombardia,Italia
06610,"La Gaude, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06610, France","(43.72207205952382, 7.1582191325632945, 0.0)",,Provence-Alpes-Côte d'Azur,France
27160,"San Xoán de Pena, Lugo, Galicia, 27160, España","(42.97424187058824, -7.514799470588235, 0.0)",Lugo,Galicia,España
36955,"Meira, Moaña, O Morrazo, Pontevedra, Galicia, 36955, España","(42.290189575, -8.72099515, 0.0)",,Galicia,España
O6800,,,,,
43382,"Maspujols, Baix Camp, Tarragona, Catalunya, 43382, España","(41.18388831666666, 1.0413307233846223, 0.0)",Maspujols,Catalunya,España
18339,"Cijuela, Comarca de la Vega de Granada, Granada, Andalucía, 18339, España","(37.19920565, -3.804412088020989, 0.0)",,Andalucía,España
06950,"Falicon, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06950, France","(43.75267867142857, 7.272574468965031, 0.0)",,Provence-Alpes-Côte d'Azur,France
080035,,,,,
23338,"Iznatoraf, Jaén, Andalucía, 23338, España","(38.1579929, -3.0320269, 0.0)",,Andalucía,España
06689,"Valdecaballeros, Badajoz, Extremadura, 06689, España","(39.249471675, -5.177304819217608, 0.0)",,Extremadura,España
37311,"Santiago de la Puebla, Salamanca, Castilla y León, 37311, España","(40.8019392, -5.283845360154891, 0.0)",,Castilla y León,España
1500-133,"São Domingos de Benfica, Lisboa, 1500-133, Portugal","(38.74469932857143, -9.177356914285712, 0.0)",Lisboa,,Portugal
33135,,,,,
37296,"Hessen, 37296, Deutschland","(51.0909946, 10.08229733314279, 0.0)",,Hessen,Deutschland
15608,"Andrade, Pontedeume, O Eume, A Coruña, Galicia, 15608, España","(43.375179501851854, -8.184825437037038, 0.0)",Pontedeume,Galicia,España
28597,"Fuentidueña de Tajo, Las Vegas, Comunidad de Madrid, 28597, España","(40.1173745, -3.1602233, 0.0)",,Comunidad de Madrid,España
2880628806,,,,,
46711,"Corso di Porta Vittoria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia","(45.462539, 9.1979643, 0.0)",Milano,Lombardia,Italia
27250,"Ambenay, Bernay, Eure, Normandie, France métropolitaine, 27250, France","(48.84151633653846, 0.7000663177661355, 0.0)",,Normandie,France
07690,"Saint-Julien-Vocance, Tournon-sur-Rhône, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07690, France","(45.190451188888886, 4.523435771902432, 0.0)",,Auvergne-Rhône-Alpes,France
24226,"Heikendorf, Schrevenborn, Plön, Schleswig-Holstein, 24226, Deutschland","(54.373229836677474, 10.20970305253488, 0.0)",,Schleswig-Holstein,Deutschland
2820-194,"194, Oberbilk, Stadtbezirk 3, Düsseldorf, Nordrhein-Westfalen, 40225, Deutschland","(51.2015629, 6.803300891000783, 0.0)",Düsseldorf,Nordrhein-Westfalen,Deutschland
39310,"Septmoncel, Septmoncel les Molunes, Saint-Claude, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39310, France","(46.37283344264706, 5.952838328748236, 0.0)",Septmoncel les Molunes,Bourgogne-Franche-Comté,France
19344,"Via Friuli, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia","(45.4496549, 9.2095301, 0.0)",Milano,Lombardia,Italia
15883,"Cacheiras, Teo, Santiago, A Coruña, Galicia, 15883, España","(42.83016539879634, -8.543448836232578, 0.0)",,Galicia,España
1030,"Derwent Valley Mills WHS, Little Eaton, Derby, East Midlands, England, United Kingdom","(53.0197721, -1.4867003032148016, 0.0)",Derby,England,United Kingdom
24390,"Nailhac, Sarlat-la-Canéda, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24390, France","(45.25050975540541, 1.1549658266982956, 0.0)",,Nouvelle-Aquitaine,France
18291,"Pinos Puente, Comarca de la Vega de Granada, Granada, Andalucía, 18291, España","(37.25792415, -3.807015375065432, 0.0)",,Andalucía,España
4500-670,"670, Nomesino, Mori, Comunità della Vallagarina, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38065, Italia","(45.8660498, 10.9667451, 0.0)",,Trentino-Alto Adige/Südtirol,Italia
10125,10125,"(45.05696819587379, 7.680650053146169, 0.0)",,,
34850,"Pinet, Béziers, Hérault, Occitanie, France métropolitaine, 34850, France","(43.40623527999999, 3.5064120040438715, 0.0)",,Occitanie,France
45009,,,,,
30508,"Molina de Segura, Vega Media del Segura, Región de Murcia, 30508, España","(38.0183055, -1.1804451, 0.0)",,Región de Murcia,España
33129,"Nordrhein-Westfalen, 33129, Deutschland","(51.773701900000006, 8.538866522213652, 0.0)",,Nordrhein-Westfalen,Deutschland
15966,"Castiñeiras, Ribeira, A Barbanza, A Coruña, Galicia, 15966, España","(42.533405595, -8.997976875199186, 0.0)",,Galicia,España
4750-276,"Via Ferdinando Marescalchi, Città Studi, Municipio 3, Milano, Lombardia, 20133, Italia","(45.4697337, 9.2365044, 0.0)",Milano,Lombardia,Italia
31878,"Via Giacomo Quarenghi, Gallaratese, Municipio 8, Milano, Lombardia, 20151, Italia","(45.4954857, 9.1175416, 0.0)",Milano,Lombardia,Italia
193313,,,,,
40.004,"37, 38, 40, 43, 48, Burges, Saint-Julien-en-Born, Arrondissement de Dax, Landes, Nouvelle-Aquitaine, France métropolitaine, 40170, France","(44.0565251, -1.2240954, 0.0)",,Nouvelle-Aquitaine,France
25520,"Ouhans, Pontarlier, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25520, France","(47.00834410314575, 6.309624626914917, 0.0)",,Bourgogne-Franche-Comté,France
31172,"Valle de Ollo/Ollaran, Navarra - Nafarroa, 31172, España","(42.85706732169519, -1.8750032873556814, 0.0)",Valle de Ollo/Ollaran,Navarra - Nafarroa,España
31515,"Wunstorf, Region Hannover, Niedersachsen, 31515, Deutschland","(52.43251101676729, 9.404135365093152, 0.0)",,Niedersachsen,Deutschland
4475-401,"401, Autoestrada de Trás-os-Montes e Alto Douro, Brás Oleiro, Águas Santas, Maia, Porto, 4425-159, Portugal","(41.1989599, -8.5792302, 0.0)",Águas Santas,,Portugal
07748,"es Mercadal, Menorca, Illes Balears, 07748, España","(40.053190614910974, 4.121070546994759, 0.0)",,Illes Balears,España
33680,"Lacanau, Lesparre-Médoc, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33680, France","(44.96185042360215, -1.087837631176975, 0.0)",,Nouvelle-Aquitaine,France
06713,"Plaça das Flores, Praça das Flores, Mercês, Misericórdia, Lisboa, 1200-192 MERCÊS, Portugal","(38.7148424, -9.151569, 0.0)",Lisboa,,Portugal
